a,origin,destination,requirement_status,requirement
1994,Azerbaijan,Andorra,0,visa_required
1995,Azerbaijan,Angola,1,visa_on_arrival
1996,Azerbaijan,Antigua and Barbuda,2,visa_free
1997,Azerbaijan,Argentina,0,visa_required
1998,Azerbaijan,Armenia,0,visa_required
1999,Azerbaijan,Australia,0,visa_required
2000,Azerbaijan,Austria,0,visa_required
2001,Azerbaijan,Bahamas,2,visa_free
2002,Azerbaijan,Bahrain,0,visa_required
2003,Azerbaijan,Bangladesh,1,visa_on_arrival
2004,Azerbaijan,Barbados,2,visa_free
2005,Azerbaijan,Belarus,2,visa_free
2006,Azerbaijan,Belgium,0,visa_required
2007,Azerbaijan,Belize,0,visa_required
2008,Azerbaijan,Benin,0,visa_required
2009,Azerbaijan,Bhutan,0,visa_required
2010,Azerbaijan,Bolivia,1,visa_on_arrival
2011,Azerbaijan,Bosnia and Herzegovina,2,visa_free
2012,Azerbaijan,Botswana,0,visa_required
2013,Azerbaijan,Brazil,0,visa_required
2014,Azerbaijan,Brunei,0,visa_required
2015,Azerbaijan,Bulgaria,0,visa_required
2016,Azerbaijan,Burkina Faso,0,visa_required
2017,Azerbaijan,Burundi,1,visa_on_arrival
2018,Azerbaijan,Cambodia,1,visa_on_arrival
2019,Azerbaijan,Cameroon,0,visa_required
2020,Azerbaijan,Canada,0,visa_required
2021,Azerbaijan,Cape Verde,1,visa_on_arrival
2022,Azerbaijan,Central African Republic,0,visa_required
2023,Azerbaijan,Chad,0,visa_required
2024,Azerbaijan,Chile,0,visa_required
2025,Azerbaijan,China,0,visa_required
2026,Azerbaijan,Colombia,2,visa_free
2027,Azerbaijan,Comoros,1,visa_on_arrival
2028,Azerbaijan,Congo [Republic],0,visa_required
2029,Azerbaijan,Congo [DRC],1,visa_on_arrival
2030,Azerbaijan,Costa Rica,0,visa_required
2031,Azerbaijan,Côte d'Ivoire,3,eta
2032,Azerbaijan,Croatia,0,visa_required
2033,Azerbaijan,Cuba,1,visa_on_arrival
2034,Azerbaijan,Cyprus,0,visa_required
2035,Azerbaijan,Czech Republic,0,visa_required
2036,Azerbaijan,Denmark,0,visa_required
2037,Azerbaijan,Djibouti,1,visa_on_arrival
2038,Azerbaijan,Dominica,2,visa_free
2039,Azerbaijan,Dominican Republic,0,visa_required
2040,Azerbaijan,Ecuador,2,visa_free
2041,Azerbaijan,Egypt,1,visa_on_arrival
2042,Azerbaijan,El Salvador,0,visa_required
2043,Azerbaijan,Equatorial Guinea,0,visa_required
2044,Azerbaijan,Eritrea,0,visa_required
2045,Azerbaijan,Estonia,0,visa_required
2046,Azerbaijan,Eswatini,0,visa_required
2047,Azerbaijan,Ethiopia,1,visa_on_arrival
2048,Azerbaijan,Fiji,0,visa_required
2049,Azerbaijan,Finland,0,visa_required
2050,Azerbaijan,France,0,visa_required
2051,Azerbaijan,Gabon,1,visa_on_arrival
2052,Azerbaijan,Gambia,2,visa_free
2053,Azerbaijan,Georgia,2,visa_free
2054,Azerbaijan,Germany,0,visa_required
2055,Azerbaijan,Ghana,0,visa_required
2056,Azerbaijan,Greece,0,visa_required
2057,Azerbaijan,Grenada,0,visa_required
2058,Azerbaijan,Guatemala,0,visa_required
2059,Azerbaijan,Guinea,1,visa_on_arrival
2060,Azerbaijan,Guinea-Bissau,0,visa_required
2061,Azerbaijan,Guyana,0,visa_required
2062,Azerbaijan,Haiti,2,visa_free
2063,Azerbaijan,Honduras,0,visa_required
2064,Azerbaijan,Hong Kong,0,visa_required
2065,Azerbaijan,Hungary,0,visa_required
2066,Azerbaijan,Iceland,0,visa_required
2067,Azerbaijan,India,1,visa_on_arrival
2068,Azerbaijan,Indonesia,0,visa_required
2069,Azerbaijan,Iran,2,visa_free
2070,Azerbaijan,Iraq,0,visa_required
2071,Azerbaijan,Ireland,0,visa_required
2072,Azerbaijan,Israel,0,visa_required
2073,Azerbaijan,Italy,0,visa_required
2074,Azerbaijan,Jamaica,1,visa_on_arrival
2075,Azerbaijan,Japan,0,visa_required
2076,Azerbaijan,Jordan,1,visa_on_arrival
2077,Azerbaijan,Kazakhstan,2,visa_free
2078,Azerbaijan,Kenya,1,visa_on_arrival
2079,Azerbaijan,Kiribati,0,visa_required
2080,Azerbaijan,Kosovo,0,visa_required
2081,Azerbaijan,Kuwait,0,visa_required
2082,Azerbaijan,Kyrgyzstan,2,visa_free
2083,Azerbaijan,Laos,1,visa_on_arrival
2084,Azerbaijan,Latvia,0,visa_required
2085,Azerbaijan,Lebanon,1,visa_on_arrival
2086,Azerbaijan,Lesotho,1,visa_on_arrival
2087,Azerbaijan,Liberia,0,visa_required
2088,Azerbaijan,Libya,0,visa_required
2089,Azerbaijan,Liechtenstein,0,visa_required
2090,Azerbaijan,Lithuania,0,visa_required
2091,Azerbaijan,Luxembourg,0,visa_required
2092,Azerbaijan,Macao,1,visa_on_arrival
2093,Azerbaijan,Madagascar,1,visa_on_arrival
2094,Azerbaijan,Malawi,1,visa_on_arrival
2095,Azerbaijan,Malaysia,2,visa_free
2096,Azerbaijan,Maldives,1,visa_on_arrival
2097,Azerbaijan,Mali,0,visa_required
2098,Azerbaijan,Malta,0,visa_required
2099,Azerbaijan,Marshall Islands,1,visa_on_arrival
2100,Azerbaijan,Mauritania,1,visa_on_arrival
2101,Azerbaijan,Mauritius,1,visa_on_arrival
2102,Azerbaijan,Mexico,0,visa_required
2103,Azerbaijan,Micronesia,2,visa_free
2104,Azerbaijan,Moldova,2,visa_free
2105,Azerbaijan,Monaco,0,visa_required
2106,Azerbaijan,Mongolia,0,visa_required
2107,Azerbaijan,Montenegro,2,visa_free
2108,Azerbaijan,Morocco,0,visa_required
2109,Azerbaijan,Mozambique,1,visa_on_arrival
2110,Azerbaijan,Myanmar [Burma],0,visa_required
2111,Azerbaijan,Namibia,2,visa_free
2112,Azerbaijan,Nauru,0,visa_required
2113,Azerbaijan,Nepal,1,visa_on_arrival
2114,Azerbaijan,Netherlands,0,visa_required
2115,Azerbaijan,New Zealand,0,visa_required
2116,Azerbaijan,Nicaragua,1,visa_on_arrival
2117,Azerbaijan,Niger,0,visa_required
2118,Azerbaijan,Nigeria,1,visa_on_arrival
2119,Azerbaijan,North Korea,0,visa_required
2120,Azerbaijan,North Macedonia,0,visa_required
2121,Azerbaijan,Norway,0,visa_required
2122,Azerbaijan,Oman,0,visa_required
2123,Azerbaijan,Pakistan,3,eta
2124,Azerbaijan,Palau,1,visa_on_arrival
2125,Azerbaijan,Palestinian Territories,2,visa_free
2126,Azerbaijan,Panama,0,visa_required
2127,Azerbaijan,Papua New Guinea,0,visa_required
2128,Azerbaijan,Paraguay,0,visa_required
2129,Azerbaijan,Peru,0,visa_required
2130,Azerbaijan,Philippines,0,visa_required
2131,Azerbaijan,Poland,0,visa_required
2132,Azerbaijan,Portugal,0,visa_required
2133,Azerbaijan,Qatar,1,visa_on_arrival
2134,Azerbaijan,Romania,0,visa_required
2135,Azerbaijan,Russia,2,visa_free
2136,Azerbaijan,Rwanda,1,visa_on_arrival
2137,Azerbaijan,Saint Kitts and Nevis,0,visa_required
2138,Azerbaijan,Saint Lucia,0,visa_required
2139,Azerbaijan,Samoa,1,visa_on_arrival
2140,Azerbaijan,San Marino,0,visa_required
2141,Azerbaijan,São Tomé and Príncipe,0,visa_required
2142,Azerbaijan,Saudi Arabia,0,visa_required
2143,Azerbaijan,Senegal,0,visa_required
2144,Azerbaijan,Serbia,2,visa_free
2145,Azerbaijan,Seychelles,1,visa_on_arrival
2146,Azerbaijan,Sierra Leone,1,visa_on_arrival
2147,Azerbaijan,Singapore,0,visa_required
2148,Azerbaijan,Slovakia,0,visa_required
2149,Azerbaijan,Slovenia,0,visa_required
2150,Azerbaijan,Solomon Islands,0,visa_required
2151,Azerbaijan,Somalia,1,visa_on_arrival
2152,Azerbaijan,South Africa,0,visa_required
2153,Azerbaijan,South Korea,0,visa_required
2154,Azerbaijan,South Sudan,1,visa_on_arrival
2155,Azerbaijan,Spain,0,visa_required
2156,Azerbaijan,Sri Lanka,3,eta
2157,Azerbaijan,Saint Vincent and the Grenadines,2,visa_free
2158,Azerbaijan,Sudan,0,visa_required
2159,Azerbaijan,Suriname,2,visa_free
2160,Azerbaijan,Sweden,0,visa_required
2161,Azerbaijan,Switzerland,0,visa_required
2162,Azerbaijan,Syria,0,visa_required
2163,Azerbaijan,Taiwan,0,visa_required
2164,Azerbaijan,Tajikistan,2,visa_free
2165,Azerbaijan,Tanzania,0,visa_required
2166,Azerbaijan,Thailand,0,visa_required
2167,Azerbaijan,Timor-Leste,1,visa_on_arrival
2168,Azerbaijan,Togo,1,visa_on_arrival
2169,Azerbaijan,Tonga,0,visa_required
2170,Azerbaijan,Trinidad and Tobago,0,visa_required
2171,Azerbaijan,Tunisia,0,visa_required
2172,Azerbaijan,Turkmenistan,0,visa_required
2173,Azerbaijan,Tuvalu,1,visa_on_arrival
2174,Azerbaijan,Turkey,2,visa_free
2175,Azerbaijan,Uganda,1,visa_on_arrival
2176,Azerbaijan,Ukraine,2,visa_free
2177,Azerbaijan,United Arab Emirates,0,visa_required
2178,Azerbaijan,United Kingdom,0,visa_required
2179,Azerbaijan,USA,0,visa_required
2180,Azerbaijan,Uruguay,0,visa_required
2181,Azerbaijan,Uzbekistan,2,visa_free
2182,Azerbaijan,Vanuatu,2,visa_free
2183,Azerbaijan,Vatican City,0,visa_required
2184,Azerbaijan,Venezuela,0,visa_required
2185,Azerbaijan,Vietnam,1,visa_on_arrival
2186,Azerbaijan,Yemen,0,visa_required
2187,Azerbaijan,Zambia,0,visa_required
2188,Azerbaijan,Zimbabwe,1,visa_on_arrival
2189,Azerbaijan,Azerbaijan,4,
2190,Bahamas,Afghanistan,0,visa_required
2191,Bahamas,Albania,2,visa_free
2192,Bahamas,Algeria,0,visa_required
2193,Bahamas,Andorra,2,visa_free
2194,Bahamas,Angola,1,visa_on_arrival
2195,Bahamas,Antigua and Barbuda,2,visa_free
2196,Bahamas,Argentina,0,visa_required
2197,Bahamas,Armenia,1,visa_on_arrival
2198,Bahamas,Australia,0,visa_required
2199,Bahamas,Austria,2,visa_free
2200,Bahamas,Azerbaijan,1,visa_on_arrival
2201,Bahamas,Bahrain,0,visa_required
2202,Bahamas,Bangladesh,1,visa_on_arrival
2203,Bahamas,Barbados,2,visa_free
2204,Bahamas,Belarus,0,visa_required
2205,Bahamas,Belgium,2,visa_free
2206,Bahamas,Belize,2,visa_free
2207,Bahamas,Benin,0,visa_required
2208,Bahamas,Bhutan,0,visa_required
2209,Bahamas,Bolivia,1,visa_on_arrival
2210,Bahamas,Bosnia and Herzegovina,2,visa_free
2211,Bahamas,Botswana,2,visa_free
2212,Bahamas,Brazil,2,visa_free
2213,Bahamas,Brunei,0,visa_required
2214,Bahamas,Bulgaria,2,visa_free
2215,Bahamas,Burkina Faso,0,visa_required
2216,Bahamas,Burundi,1,visa_on_arrival
2217,Bahamas,Cambodia,1,visa_on_arrival
2218,Bahamas,Cameroon,0,visa_required
2219,Bahamas,Canada,3,eta
2220,Bahamas,Cape Verde,1,visa_on_arrival
2221,Bahamas,Central African Republic,0,visa_required
2222,Bahamas,Chad,0,visa_required
2223,Bahamas,Chile,2,visa_free
2224,Bahamas,China,2,visa_free
2225,Bahamas,Colombia,2,visa_free
2226,Bahamas,Comoros,1,visa_on_arrival
2227,Bahamas,Congo [Republic],0,visa_required
2228,Bahamas,Congo [DRC],1,visa_on_arrival
2229,Bahamas,Costa Rica,2,visa_free
2230,Bahamas,Côte d'Ivoire,3,eta
2231,Bahamas,Croatia,2,visa_free
2232,Bahamas,Cuba,1,visa_on_arrival
2233,Bahamas,Cyprus,2,visa_free
2234,Bahamas,Czech Republic,2,visa_free
2235,Bahamas,Denmark,2,visa_free
2236,Bahamas,Djibouti,1,visa_on_arrival
2237,Bahamas,Dominica,2,visa_free
2238,Bahamas,Dominican Republic,2,visa_free
2239,Bahamas,Ecuador,2,visa_free
2240,Bahamas,Egypt,1,visa_on_arrival
2241,Bahamas,El Salvador,2,visa_free
2242,Bahamas,Equatorial Guinea,0,visa_required
2243,Bahamas,Eritrea,0,visa_required
2244,Bahamas,Estonia,2,visa_free
2245,Bahamas,Eswatini,2,visa_free
2246,Bahamas,Ethiopia,1,visa_on_arrival
2247,Bahamas,Fiji,2,visa_free
2248,Bahamas,Finland,2,visa_free
2249,Bahamas,France,2,visa_free
2250,Bahamas,Gabon,1,visa_on_arrival
2251,Bahamas,Gambia,2,visa_free
2252,Bahamas,Georgia,2,visa_free
2253,Bahamas,Germany,2,visa_free
2254,Bahamas,Ghana,0,visa_required
2255,Bahamas,Greece,2,visa_free
2256,Bahamas,Grenada,2,visa_free
2257,Bahamas,Guatemala,2,visa_free
2258,Bahamas,Guinea,1,visa_on_arrival
2259,Bahamas,Guinea-Bissau,0,visa_required
2260,Bahamas,Guyana,2,visa_free
2261,Bahamas,Haiti,2,visa_free
2262,Bahamas,Honduras,2,visa_free
2263,Bahamas,Hong Kong,2,visa_free
2264,Bahamas,Hungary,2,visa_free
2265,Bahamas,Iceland,2,visa_free
2266,Bahamas,India,1,visa_on_arrival
2267,Bahamas,Indonesia,0,visa_required
2268,Bahamas,Iran,1,visa_on_arrival
2269,Bahamas,Iraq,0,visa_required
2270,Bahamas,Ireland,2,visa_free
2271,Bahamas,Israel,2,visa_free
2272,Bahamas,Italy,2,visa_free
2273,Bahamas,Jamaica,2,visa_free
2274,Bahamas,Japan,2,visa_free
2275,Bahamas,Jordan,1,visa_on_arrival
2276,Bahamas,Kazakhstan,0,visa_required
2277,Bahamas,Kenya,2,visa_free
2278,Bahamas,Kiribati,2,visa_free
2279,Bahamas,Kosovo,2,visa_free
2280,Bahamas,Kuwait,0,visa_required
2281,Bahamas,Kyrgyzstan,0,visa_required
2282,Bahamas,Laos,1,visa_on_arrival
2283,Bahamas,Latvia,2,visa_free
2284,Bahamas,Lebanon,1,visa_on_arrival
2285,Bahamas,Lesotho,2,visa_free
2286,Bahamas,Liberia,0,visa_required
2287,Bahamas,Libya,0,visa_required
2288,Bahamas,Liechtenstein,2,visa_free
2289,Bahamas,Lithuania,2,visa_free
2290,Bahamas,Luxembourg,2,visa_free
2291,Bahamas,Macao,1,visa_on_arrival
2292,Bahamas,Madagascar,1,visa_on_arrival
2293,Bahamas,Malawi,2,visa_free
2294,Bahamas,Malaysia,2,visa_free
2295,Bahamas,Maldives,1,visa_on_arrival
2296,Bahamas,Mali,0,visa_required
2297,Bahamas,Malta,2,visa_free
2298,Bahamas,Marshall Islands,0,visa_required
2299,Bahamas,Mauritania,1,visa_on_arrival
2300,Bahamas,Mauritius,2,visa_free
2301,Bahamas,Mexico,2,visa_free
2302,Bahamas,Micronesia,2,visa_free
2303,Bahamas,Moldova,2,visa_free
2304,Bahamas,Monaco,2,visa_free
2305,Bahamas,Mongolia,0,visa_required
2306,Bahamas,Montenegro,2,visa_free
2307,Bahamas,Morocco,0,visa_required
2308,Bahamas,Mozambique,1,visa_on_arrival
2309,Bahamas,Myanmar [Burma],0,visa_required
2310,Bahamas,Namibia,0,visa_required
2311,Bahamas,Nauru,0,visa_required
2312,Bahamas,Nepal,1,visa_on_arrival
2313,Bahamas,Netherlands,2,visa_free
2314,Bahamas,New Zealand,0,visa_required
2315,Bahamas,Nicaragua,2,visa_free
2316,Bahamas,Niger,0,visa_required
2317,Bahamas,Nigeria,1,visa_on_arrival
2318,Bahamas,North Korea,0,visa_required
2319,Bahamas,North Macedonia,2,visa_free
2320,Bahamas,Norway,2,visa_free
2321,Bahamas,Oman,0,visa_required
2322,Bahamas,Pakistan,3,eta
2323,Bahamas,Palau,1,visa_on_arrival
2324,Bahamas,Palestinian Territories,2,visa_free
2325,Bahamas,Panama,2,visa_free
2326,Bahamas,Papua New Guinea,1,visa_on_arrival
2327,Bahamas,Paraguay,0,visa_required
2328,Bahamas,Peru,2,visa_free
2329,Bahamas,Philippines,2,visa_free
2330,Bahamas,Poland,2,visa_free
2331,Bahamas,Portugal,2,visa_free
2332,Bahamas,Qatar,1,visa_on_arrival
2333,Bahamas,Romania,2,visa_free
2334,Bahamas,Russia,0,visa_required
2335,Bahamas,Rwanda,1,visa_on_arrival
2336,Bahamas,Saint Kitts and Nevis,2,visa_free
2337,Bahamas,Saint Lucia,2,visa_free
2338,Bahamas,Samoa,1,visa_on_arrival
2339,Bahamas,San Marino,2,visa_free
2340,Bahamas,São Tomé and Príncipe,0,visa_required
2341,Bahamas,Saudi Arabia,0,visa_required
2342,Bahamas,Senegal,1,visa_on_arrival
2343,Bahamas,Serbia,2,visa_free
2344,Bahamas,Seychelles,1,visa_on_arrival
2345,Bahamas,Sierra Leone,1,visa_on_arrival
2346,Bahamas,Singapore,2,visa_free
2347,Bahamas,Slovakia,2,visa_free
2348,Bahamas,Slovenia,2,visa_free
2349,Bahamas,Solomon Islands,1,visa_on_arrival
2350,Bahamas,Somalia,1,visa_on_arrival
2351,Bahamas,South Africa,2,visa_free
2352,Bahamas,South Korea,3,eta
2353,Bahamas,South Sudan,1,visa_on_arrival
2354,Bahamas,Spain,2,visa_free
2355,Bahamas,Sri Lanka,3,eta
2356,Bahamas,Saint Vincent and the Grenadines,2,visa_free
2357,Bahamas,Sudan,0,visa_required
2358,Bahamas,Suriname,2,visa_free
2359,Bahamas,Sweden,2,visa_free
2360,Bahamas,Switzerland,2,visa_free
2361,Bahamas,Syria,0,visa_required
2362,Bahamas,Taiwan,0,visa_required
2363,Bahamas,Tajikistan,0,visa_required
2364,Bahamas,Tanzania,2,visa_free
2365,Bahamas,Thailand,0,visa_required
2366,Bahamas,Timor-Leste,1,visa_on_arrival
2367,Bahamas,Togo,1,visa_on_arrival
2368,Bahamas,Tonga,1,visa_on_arrival
2369,Bahamas,Trinidad and Tobago,2,visa_free
2370,Bahamas,Tunisia,0,visa_required
2371,Bahamas,Turkmenistan,0,visa_required
2372,Bahamas,Tuvalu,1,visa_on_arrival
2373,Bahamas,Turkey,1,visa_on_arrival
2374,Bahamas,Uganda,2,visa_free
2375,Bahamas,Ukraine,0,visa_required
2376,Bahamas,United Arab Emirates,2,visa_free
2377,Bahamas,United Kingdom,2,visa_free
2378,Bahamas,USA,2,visa_free
2379,Bahamas,Uruguay,2,visa_free
2380,Bahamas,Uzbekistan,2,visa_free
2381,Bahamas,Vanuatu,2,visa_free
2382,Bahamas,Vatican City,2,visa_free
2383,Bahamas,Venezuela,0,visa_required
2384,Bahamas,Vietnam,0,visa_required
2385,Bahamas,Yemen,0,visa_required
2386,Bahamas,Zambia,2,visa_free
2387,Bahamas,Zimbabwe,2,visa_free
2388,Bahamas,Bahamas,4,
2389,Bahrain,Afghanistan,0,visa_required
2390,Bahrain,Albania,2,visa_free
2391,Bahrain,Algeria,0,visa_required
2392,Bahrain,Andorra,0,visa_required
2393,Bahrain,Angola,1,visa_on_arrival
2394,Bahrain,Antigua and Barbuda,0,visa_required
2395,Bahrain,Argentina,0,visa_required
2396,Bahrain,Armenia,1,visa_on_arrival
2397,Bahrain,Australia,0,visa_required
2398,Bahrain,Austria,0,visa_required
2399,Bahrain,Azerbaijan,1,visa_on_arrival
2400,Bahrain,Bahamas,2,visa_free
2401,Bahrain,Bangladesh,1,visa_on_arrival
2402,Bahrain,Barbados,2,visa_free
2403,Bahrain,Belarus,2,visa_free
2404,Bahrain,Belgium,0,visa_required
2405,Bahrain,Belize,0,visa_required
2406,Bahrain,Benin,0,visa_required
2407,Bahrain,Bhutan,0,visa_required
2408,Bahrain,Bolivia,1,visa_on_arrival
2409,Bahrain,Bosnia and Herzegovina,2,visa_free
2410,Bahrain,Botswana,2,visa_free
2411,Bahrain,Brazil,0,visa_required
2412,Bahrain,Brunei,1,visa_on_arrival
2413,Bahrain,Bulgaria,0,visa_required
2414,Bahrain,Burkina Faso,0,visa_required
2415,Bahrain,Burundi,1,visa_on_arrival
2416,Bahrain,Cambodia,1,visa_on_arrival
2417,Bahrain,Cameroon,0,visa_required
2418,Bahrain,Canada,0,visa_required
2419,Bahrain,Cape Verde,1,visa_on_arrival
2420,Bahrain,Central African Republic,0,visa_required
2421,Bahrain,Chad,0,visa_required
2422,Bahrain,Chile,0,visa_required
2423,Bahrain,China,0,visa_required
2424,Bahrain,Colombia,0,visa_required
2425,Bahrain,Comoros,1,visa_on_arrival
2426,Bahrain,Congo [Republic],0,visa_required
2427,Bahrain,Congo [DRC],1,visa_on_arrival
2428,Bahrain,Costa Rica,0,visa_required
2429,Bahrain,Côte d'Ivoire,3,eta
2430,Bahrain,Croatia,0,visa_required
2431,Bahrain,Cuba,1,visa_on_arrival
2432,Bahrain,Cyprus,0,visa_required
2433,Bahrain,Czech Republic,0,visa_required
2434,Bahrain,Denmark,0,visa_required
2435,Bahrain,Djibouti,1,visa_on_arrival
2436,Bahrain,Dominica,2,visa_free
2437,Bahrain,Dominican Republic,2,visa_free
2438,Bahrain,Ecuador,2,visa_free
2439,Bahrain,Egypt,2,visa_free
2440,Bahrain,El Salvador,2,visa_free
2441,Bahrain,Equatorial Guinea,0,visa_required
2442,Bahrain,Eritrea,0,visa_required
2443,Bahrain,Estonia,0,visa_required
2444,Bahrain,Eswatini,0,visa_required
2445,Bahrain,Ethiopia,1,visa_on_arrival
2446,Bahrain,Fiji,0,visa_required
2447,Bahrain,Finland,0,visa_required
2448,Bahrain,France,0,visa_required
2449,Bahrain,Gabon,1,visa_on_arrival
2450,Bahrain,Gambia,0,visa_required
2451,Bahrain,Georgia,2,visa_free
2452,Bahrain,Germany,0,visa_required
2453,Bahrain,Ghana,0,visa_required
2454,Bahrain,Greece,0,visa_required
2455,Bahrain,Grenada,0,visa_required
2456,Bahrain,Guatemala,2,visa_free
2457,Bahrain,Guinea,1,visa_on_arrival
2458,Bahrain,Guinea-Bissau,0,visa_required
2459,Bahrain,Guyana,0,visa_required
2460,Bahrain,Haiti,2,visa_free
2461,Bahrain,Honduras,2,visa_free
2462,Bahrain,Hong Kong,2,visa_free
2463,Bahrain,Hungary,0,visa_required
2464,Bahrain,Iceland,0,visa_required
2465,Bahrain,India,0,visa_required
2466,Bahrain,Indonesia,1,visa_on_arrival
2467,Bahrain,Iran,1,visa_on_arrival
2468,Bahrain,Iraq,1,visa_on_arrival
2469,Bahrain,Ireland,0,visa_required
2470,Bahrain,Israel,0,visa_required
2471,Bahrain,Italy,0,visa_required
2472,Bahrain,Jamaica,0,visa_required
2473,Bahrain,Japan,0,visa_required
2474,Bahrain,Jordan,2,visa_free
2475,Bahrain,Kazakhstan,2,visa_free
2476,Bahrain,Kenya,1,visa_on_arrival
2477,Bahrain,Kiribati,0,visa_required
2478,Bahrain,Kosovo,2,visa_free
2479,Bahrain,Kuwait,2,visa_free
2480,Bahrain,Kyrgyzstan,2,visa_free
2481,Bahrain,Laos,1,visa_on_arrival
2482,Bahrain,Latvia,0,visa_required
2483,Bahrain,Lebanon,2,visa_free
2484,Bahrain,Lesotho,1,visa_on_arrival
2485,Bahrain,Liberia,0,visa_required
2486,Bahrain,Libya,0,visa_required
2487,Bahrain,Liechtenstein,0,visa_required
2488,Bahrain,Lithuania,0,visa_required
2489,Bahrain,Luxembourg,0,visa_required
2490,Bahrain,Macao,1,visa_on_arrival
2491,Bahrain,Madagascar,1,visa_on_arrival
2492,Bahrain,Malawi,1,visa_on_arrival
2493,Bahrain,Malaysia,2,visa_free
2494,Bahrain,Maldives,1,visa_on_arrival
2495,Bahrain,Mali,0,visa_required
2496,Bahrain,Malta,0,visa_required
2497,Bahrain,Marshall Islands,0,visa_required
2498,Bahrain,Mauritania,1,visa_on_arrival
2499,Bahrain,Mauritius,2,visa_free
2500,Bahrain,Mexico,0,visa_required
2501,Bahrain,Micronesia,2,visa_free
2502,Bahrain,Moldova,0,visa_required
2503,Bahrain,Monaco,0,visa_required
2504,Bahrain,Mongolia,0,visa_required
2505,Bahrain,Montenegro,0,visa_required
2506,Bahrain,Morocco,2,visa_free
2507,Bahrain,Mozambique,1,visa_on_arrival
2508,Bahrain,Myanmar [Burma],0,visa_required
2509,Bahrain,Namibia,0,visa_required
2510,Bahrain,Nauru,0,visa_required
2511,Bahrain,Nepal,1,visa_on_arrival
2512,Bahrain,Netherlands,0,visa_required
2513,Bahrain,New Zealand,3,eta
2514,Bahrain,Nicaragua,2,visa_free
2515,Bahrain,Niger,0,visa_required
